#oghma_csv {"title":"Box file","type":"box","x_label":"Position","y_label":"Position","data_label":"Position","x_units":"m","y_units":"m","data_units":"m","time":-1.000000e+000,"Vexternal":-1.000000e+000,"x_len":1,"y_len":1072693253,"z_len":1,"cols":"box"}*
#
-4.689748e-004 -3.224900e-004 -6.198690e-008
-4.689748e-004 3.547390e-003 -6.198690e-008
-4.689748e-004 3.547390e-003 5.954486e-007
-4.689748e-004 -3.224900e-004 5.954486e-007
-4.689748e-004 -3.224900e-004 -6.198690e-008


5.158722e-003 -3.224900e-004 -6.198690e-008
5.158722e-003 3.547390e-003 -6.198690e-008
5.158722e-003 3.547390e-003 5.954486e-007
5.158722e-003 -3.224900e-004 5.954486e-007
5.158722e-003 -3.224900e-004 -6.198690e-008


-4.689748e-004 -3.224900e-004 -6.198690e-008
5.158722e-003 -3.224900e-004 -6.198690e-008
5.158722e-003 -3.224900e-004 5.954486e-007
-4.689748e-004 -3.224900e-004 5.954486e-007
-4.689748e-004 -3.224900e-004 -6.198690e-008


-4.689748e-004 3.547390e-003 -6.198690e-008
5.158722e-003 3.547390e-003 -6.198690e-008
5.158722e-003 3.547390e-003 5.954486e-007
-4.689748e-004 3.547390e-003 5.954486e-007
-4.689748e-004 3.547390e-003 -6.198690e-008


-4.689748e-004 -3.224900e-004 -6.198690e-008
5.158722e-003 -3.224900e-004 -6.198690e-008
5.158722e-003 3.547390e-003 -6.198690e-008
-4.689748e-004 3.547390e-003 -6.198690e-008
-4.689748e-004 -3.224900e-004 -6.198690e-008


-4.689748e-004 -3.224900e-004 5.954486e-007
5.158722e-003 -3.224900e-004 5.954486e-007
5.158722e-003 3.547390e-003 5.954486e-007
-4.689748e-004 3.547390e-003 5.954486e-007
-4.689748e-004 -3.224900e-004 5.954486e-007


#ITO-(0,0)
0.000000e+000 0.000000e+000 0.000000e+000
0.000000e+000 3.224900e-003 0.000000e+000
0.000000e+000 3.224900e-003 1.000000e-007
0.000000e+000 0.000000e+000 1.000000e-007
0.000000e+000 0.000000e+000 0.000000e+000


3.224900e-003 0.000000e+000 0.000000e+000
3.224900e-003 3.224900e-003 0.000000e+000
3.224900e-003 3.224900e-003 1.000000e-007
3.224900e-003 0.000000e+000 1.000000e-007
3.224900e-003 0.000000e+000 0.000000e+000


0.000000e+000 0.000000e+000 0.000000e+000
3.224900e-003 0.000000e+000 0.000000e+000
3.224900e-003 0.000000e+000 1.000000e-007
0.000000e+000 0.000000e+000 1.000000e-007
0.000000e+000 0.000000e+000 0.000000e+000


0.000000e+000 3.224900e-003 0.000000e+000
3.224900e-003 3.224900e-003 0.000000e+000
3.224900e-003 3.224900e-003 1.000000e-007
0.000000e+000 3.224900e-003 1.000000e-007
0.000000e+000 3.224900e-003 0.000000e+000


0.000000e+000 0.000000e+000 0.000000e+000
3.224900e-003 0.000000e+000 0.000000e+000
3.224900e-003 3.224900e-003 0.000000e+000
0.000000e+000 3.224900e-003 0.000000e+000
0.000000e+000 0.000000e+000 0.000000e+000


0.000000e+000 0.000000e+000 1.000000e-007
3.224900e-003 0.000000e+000 1.000000e-007
3.224900e-003 3.224900e-003 1.000000e-007
0.000000e+000 3.224900e-003 1.000000e-007
0.000000e+000 0.000000e+000 1.000000e-007


#PEDOT:PSS-(0,0)
0.000000e+000 0.000000e+000 1.000000e-007
0.000000e+000 3.224900e-003 1.000000e-007
0.000000e+000 3.224900e-003 1.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007
0.000000e+000 0.000000e+000 1.000000e-007


3.224900e-003 0.000000e+000 1.000000e-007
3.224900e-003 3.224900e-003 1.000000e-007
3.224900e-003 3.224900e-003 1.900000e-007
3.224900e-003 0.000000e+000 1.900000e-007
3.224900e-003 0.000000e+000 1.000000e-007


0.000000e+000 0.000000e+000 1.000000e-007
3.224900e-003 0.000000e+000 1.000000e-007
3.224900e-003 0.000000e+000 1.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007
0.000000e+000 0.000000e+000 1.000000e-007


0.000000e+000 3.224900e-003 1.000000e-007
3.224900e-003 3.224900e-003 1.000000e-007
3.224900e-003 3.224900e-003 1.900000e-007
0.000000e+000 3.224900e-003 1.900000e-007
0.000000e+000 3.224900e-003 1.000000e-007


0.000000e+000 0.000000e+000 1.000000e-007
3.224900e-003 0.000000e+000 1.000000e-007
3.224900e-003 3.224900e-003 1.000000e-007
0.000000e+000 3.224900e-003 1.000000e-007
0.000000e+000 0.000000e+000 1.000000e-007


0.000000e+000 0.000000e+000 1.900000e-007
3.224900e-003 0.000000e+000 1.900000e-007
3.224900e-003 3.224900e-003 1.900000e-007
0.000000e+000 3.224900e-003 1.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007


#PM6:Y6-(0,0)
0.000000e+000 0.000000e+000 1.900000e-007
0.000000e+000 3.224900e-003 1.900000e-007
0.000000e+000 3.224900e-003 2.900000e-007
0.000000e+000 0.000000e+000 2.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007


3.224900e-003 0.000000e+000 1.900000e-007
3.224900e-003 3.224900e-003 1.900000e-007
3.224900e-003 3.224900e-003 2.900000e-007
3.224900e-003 0.000000e+000 2.900000e-007
3.224900e-003 0.000000e+000 1.900000e-007


0.000000e+000 0.000000e+000 1.900000e-007
3.224900e-003 0.000000e+000 1.900000e-007
3.224900e-003 0.000000e+000 2.900000e-007
0.000000e+000 0.000000e+000 2.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007


0.000000e+000 3.224900e-003 1.900000e-007
3.224900e-003 3.224900e-003 1.900000e-007
3.224900e-003 3.224900e-003 2.900000e-007
0.000000e+000 3.224900e-003 2.900000e-007
0.000000e+000 3.224900e-003 1.900000e-007


0.000000e+000 0.000000e+000 1.900000e-007
3.224900e-003 0.000000e+000 1.900000e-007
3.224900e-003 3.224900e-003 1.900000e-007
0.000000e+000 3.224900e-003 1.900000e-007
0.000000e+000 0.000000e+000 1.900000e-007


